key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-395284998,Evolutionary origins of sexual dimorphism: Lessons from female-limited mimicry in butterflies,2022,10,,EVOLUTION,"[""0014-3820"", ""1558-5646     J9  - EVOLUTION     JI  - Evolution""]",76,10,2404-2423,"Maisonneuve, L and Smadi, C and Llaurens, V",,English,,"[""Univ Antilles, Inst Systemat Evolut Biodiversite ISYEB, Museum Natl Hist Nat, CNRS,Sorbonne Univ,EPHE, CP 50,57 Rue Cuvier, F-75005 Paris, France"", ""Univ Grenoble Alpes, LESSEM, INRAE, F-38402 St Martin Dheres, France"", ""Univ Grenoble Alpes, Inst Fourier, CNRS, F-38610 Gieres, France""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  76,10.1111/evo.14599,FREQUENCY-DEPENDENT SELECTION;BATESIAN MIMICRY;NATURAL-SELECTION;SWALLOWTAIL BUTTERFLIES;CHARACTER DISPLACEMENT;MIMETIC BUTTERFLIES;MATE PREFERENCE;COLOR PATTERN;WARNING-COLOR;BODY-SIZE,,
rayyan-395285018,"Ancient divergence, a crisis of salt and another of ice shaped the evolution of the west Mediterranean butterfly Euchloe tagis",2020,11,,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,"[""0024-4066"", ""1095-8312     J9  - BIOL J LINN SOC     JI  - Biol. J. Linnean Soc.""]",131,3,487-504,"Marabuto, E and Pina-Martins, F and Rebelo, MT and Paulo, OS",,English,,"[""Univ Lisbon, Fac Ciencias, Computat Biol & Populat Genom Grp, cE3c Ctr Ecol Evolut & Environm Changes, P-1749016 Lisbon, Portugal"", ""Univ Lisbon, Fac Ciencias, Ctr Environm & Marine Studies CESAM, Dept Biol Anim, P-1749016 Lisbon, Portugal""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  106,10.1093/biolinnean/blaa129     WE  - Science Citation Index Expanded (SCI-EXPANDED),biogeography;Euchloe tagis;Europe;genetic divergence;molecular clock;North Africa;refugia;GLACIAL REFUGIA;POPULATION-GROWTH;SPECIES RICHNESS;CLIMATIC-CHANGE;NORTH-AFRICA;LEPIDOPTERA;PHYLOGEOGRAPHY;EUROPE;COLONIZATION;BIODIVERSITY,,
rayyan-395285379,Iconotypes: A Compendium of Butterflies and Moths,2021,12,,NATURAL HISTORY,0028-0712     J9  - NAT HIST     JI  - Nat. Hist.,130,1,42-42     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Marschall, LA",,"English     PU  - NATURAL HISTORY MAGAZINE     PI  - NEW YORK     PA  - 36 WEST 25TH STREET, FIFTH FLOOR, NEW YORK, NY 10010 USA",,,,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  1,,,,
rayyan-395285256,Modeling Current and Future Potential Distributions of Milkweeds and the Monarch Butterfly in Idaho,2019,5,15,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,7,,,"Svancara, LK and Abatzogtou, JT and Waterbury, B",,English,,"[""Idaho Dept Fish & Game, Moscow, ID 83844 USA"", ""Univ Idaho, Dept Geog, Moscow, ID 83843 USA"", ""Idaho Dept Fish & Game, Salmon, ID USA""]",,Times Cited in Web of Science Core Collection:  7     Total Times Cited:  7     Cited Reference Count:  116,10.3389/fevo.2019.00168     WE  - Science Citation Index Expanded (SCI-EXPANDED),monarch;showy milkweed;swamp milkweed;climate change;species distribution model;Idaho;Asclepius;Danaus plexippus;SPECIES DISTRIBUTION MODELS;PLEXIPPUS L. LEPIDOPTERA;CLIMATE-CHANGE;FINE-SCALE;TEMPERATURE;POPULATION;NICHE;CONSERVATION;DECLINES;MAXENT,,
rayyan-395285529,Developmental trap or demographic bonanza? Opposing consequences of earlier phenology in a changing climate for a multivoltine butterfly,2020,4,,GLOBAL CHANGE BIOLOGY,"[""1354-1013"", ""1365-2486     J9  - GLOBAL CHANGE BIOL     JI  - Glob. Change Biol.""]",26,4,2014-2027,"Kerr, NZ and Wepprich, T and Grevstad, FS and Dopman, EB and Chew, FS and Crone, EE",,English,,"[""Tufts Univ, Dept Biol, Medford, MA USA"", ""Duke Univ, Dept Biol, Durham, NC 27708 USA"", ""Oregon State Univ, Dept Bot & Plant Pathol, Corvallis, OR 97331 USA""]",,Times Cited in Web of Science Core Collection:  15     Total Times Cited:  16     Cited Reference Count:  124,10.1111/gcb.14959,diapause;growing degree days;mustard white;photoperiod;Pieris oleracea;population growth rates;voltinism;COTESIA-RUBECULA HYMENOPTERA;BIOLOGICAL-CONTROL AGENT;DIAPAUSE INDUCTION;PIERIS-NAPI;BRITISH BUTTERFLIES;INSECT PHENOLOGY;HOST PLANTS;TEMPERATURE;RESPONSES;VOLTINISM,,
rayyan-395285221,Graph ranking based butterfly segmentation in ecological images,2022,5,,ECOLOGICAL INFORMATICS,"[""1574-9541"", ""1878-0512     J9  - ECOL INFORM     JI  - Ecol. Inform.""]",68,,,"Filali, I and Achour, B and Belkadi, M and Lalam, M",,English,,"Mouloud Mammeri Univ, Fac Elect Engn & Comp Sci, Dept Comp Sci, LARI Lab, Tizi Ouzou 15000, Algeria",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  45,10.1016/j.ecoinf.2022.101553     WE  - Science Citation Index Expanded (SCI-EXPANDED),Graph ranking;Feature relevance;Butterfly segmentation;Foreground and background priors,,
rayyan-395285187,"Patterns in distribution of butterfly assemblages at different habitats of Corbett Tiger Reserve, Northern India",2020,6,,TROPICAL ECOLOGY,"[""0564-3295"", ""2661-8982     J9  - TROP ECOL     JI  - Trop. Ecol.""]",61,2,180-186,"Arya, MK and Dayakrishna and Verma, A",,English,,"Kumaun Univ, Insect Biodivers Lab, Dept Zool, DSB Campus, Naini Tal 263002, Uttarakhand, India",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  5     Cited Reference Count:  52,10.1007/s42965-020-00077-7,Abundance;Habitats;Nymphalidae;Pieridae;Status;Threats;WILDLIFE SANCTUARY;NATIONAL-PARK;COMMUNITY STRUCTURE;SPECIES-DIVERSITY;WESTERN HIMALAYA;RAPID ASSESSMENT;GRADIENT;UTTARAKHAND;POPULATION;DYNAMICS;India,,
rayyan-395285442,Why are monarch butterflies declining in the West? Understanding the importance of multiple correlated drivers,2019,10,,ECOLOGICAL APPLICATIONS,"[""1051-0761"", ""1939-5582     J9  - ECOL APPL     JI  - Ecol. Appl.""]",29,7,,"Crone, EE and Pelton, EM and Brown, LM and Thomas, CC and Schultz, CB",,English,,"[""Tufts Univ, Dept Biol, 200 Coll Ave, Medford, MA 02155 USA"", ""Xerces Soc, 628 Northeast Broadway Suite 200, Portland, OR 97232 USA"", ""Washington State Univ, Sch Biol Sci, 14204 Northeast Salmon Creek Ave, Vancouver, WA 98686 USA""]",,Times Cited in Web of Science Core Collection:  19     Total Times Cited:  20     Cited Reference Count:  61,10.1002/eap.1975,climate change;endangered species;glyphosate;habitat loss;land use change;multimodel inference;multiple regression;neonicotinoids;partial least squares regression;pesticide;threats analysis;VARIABLE SELECTION METHODS;EXTINCTION RISK;POPULATION;NYMPHALIDAE;LEPIDOPTERA;REGRESSION;IMPACTS;DROUGHT;PREDICT;COMMON,,
rayyan-395285390,Extreme weather affects colonization-extinction dynamics and the persistence of a threatened butterfly,2020,6,,JOURNAL OF APPLIED ECOLOGY,"[""0021-8901"", ""1365-2664     J9  - J APPL ECOL     JI  - J. Appl. Ecol.""]",57,6,1068-1077,"Johansson, V and Kindvall, O and Askling, J and Franzen, M",,English,,"[""Calluna AB, Linkoping, Sweden"", ""Linnaeus Univ, Ctr Ecol & Evolut Microbial Syst, EEMiS, Dept Biol & Environm Sci, Kalmar, Sweden""]",,Times Cited in Web of Science Core Collection:  12     Total Times Cited:  12     Cited Reference Count:  58,10.1111/1365-2664.13611,climate change;drought;extreme weather;grazing;habitat quality;marsh fritillary;metapopulation;population persistence;CLIMATE-CHANGE;HABITAT FRAGMENTATION;GRAZING INTENSITY;EUPHYDRYAS AURINIA;MANAGEMENT IMPACTS;MARSH FRITILLARY;POPULATION;METAPOPULATION;CONSERVATION;RESPONSES,,
rayyan-395285426,"PRELIMINARY STUDY ON BIODIVERSITY OF BUTTERFLIES IN BEYKOZ GROVE OF ISTANBUL, TURKEY",2019,,,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,"[""1589-1623"", ""1785-0037     J9  - APPL ECOL ENV RES     JI  - Appl. Ecol. Environ. Res.""]",17,5,11359-11366,"Kucukosmanoglu, A",,English,,"Istanbul Univ, Fac Forestry, Dept Forest Entomol & Protect, TR-34473 Istanbul, Turkey",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  30,10.15666/aeer/1705_1135911366     WE  - Science Citation Index Expanded (SCI-EXPANDED),sweep net;butterflies;biodiversity;fauna;Beykoz;MOTHS LEPIDOPTERA;Turkey;Turkeys,,
rayyan-395285260,"Life history trade-offs are more pronounced for a noninvasive, native butterfly compared to its invasive, exotic congener",2020,1,,POPULATION ECOLOGY,"[""1438-3896"", ""1438-390X     J9  - POPUL ECOL     JI  - Popul. Ecol.""]",62,1,119-133,"Kerr, NZ and Crone, EE and Chew, FS",,English,,"Tufts Univ, Dept Biol, Medford, MA 02155 USA",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  99,10.1002/1438-390X.12035,comparative demography;matrix models;Pieris;slow-fast continuum;vital rates;COTESIA-RUBECULA HYMENOPTERA;POPULATION-GROWTH-RATE;PIERIS-RAPAE;TROPICAL BUTTERFLIES;LARVAL DEVELOPMENT;EGG MATURATION;MATRIX MODELS;REPRODUCTION;PERFORMANCE;DEMOGRAPHY,,
rayyan-395285407,"Area threshold and trait-environment associations of butterfly assemblages in the Zhoushan Archipelago, China",2021,4,,JOURNAL OF BIOGEOGRAPHY,"[""0305-0270"", ""1365-2699     J9  - J BIOGEOGR     JI  - J. Biogeogr.""]",48,4,785-797,"Chen, CW and Xu, AC and Wang, YP",,English,,"[""Nanjing Normal Univ, Coll Life Sci, Jiangsu Key Lab Biodivers & Biotechnol, Nanjing 210023, Peoples R China"", ""China Jiliang Univ, Coll Life Sci, Hangzhou, Peoples R China""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  3     Cited Reference Count:  74,10.1111/jbi.14037,area thresholds;body weight;butterflies;data transformations;life&#8208;history traits;small&#8208;island effect;species&#8211;area relationship;trait&#8211;environment associations;wing loading;wingspan;LIFE-HISTORY TRAITS;LAND-BRIDGE ISLANDS;SPECIES-AREA;HABITAT DIVERSITY;SPATIAL STRUCTURE;FOREST FRAGMENTS;BIOGEOGRAPHY;NESTEDNESS;RESPONSES;MAMMALS;China,,
rayyan-395285284,Configuration and Location of Small Urban Gardens Affect Colonization by Monarch Butterflies,2019,12,5,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,7,,,"Baker, AM and Potter, DA",,English,,"Univ Kentucky, Dept Entomol, Lexington, KY 40506 USA",,Times Cited in Web of Science Core Collection:  13     Total Times Cited:  13     Cited Reference Count:  44,10.3389/fevo.2019.00474     WE  - Science Citation Index Expanded (SCI-EXPANDED),Danaus plexippus;reconciliation ecology;conservation biology;citizen science;Asclepias;garden;urban;BIODIVERSITY CONSERVATION;VEGETATIONAL DIVERSITY;OVIPOSITION BEHAVIOR;LEPIDOPTERA;MILKWEED;ECOLOGY;HERBIVORE;ABUNDANCE;SELECTION;MOVEMENT,,
rayyan-395285069,Diversification linked to larval host plant in the butterfly Eumedonia eumedon,,,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",,,,"Hinojosa, JC and Montiel-Pantoja, C and Sanjurjo-Franch, M and Martinez-Perez, I and Lee, KM and Mutanen, M and Vila, R",,English,,"[""Inst Biol Evolut CSIC UPF, Barcelona, Spain"", ""C Gaspar G Laviana, Lugones, Siero, Spain"", ""C Gozon, Oviedo, Spain"", ""Univ Oulu, Ecol & Genet Res Unit, Oulu, Finland"", ""Univ Helsinki, Zool Unit, Finnish Museum Nat Hist, Helsinki, Finland""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  109,10.1111/mec.16728,butterflies;ddRADseq;host races;phylogeography;speciation;GENE FLOW;ECOLOGICAL SPECIATION;RACE FORMATION;EVOLUTION;LEPIDOPTERA;LYCAENIDAE;PHYLOGENY;PATTERNS;DIPTERA;DIFFERENTIATION,,
rayyan-395285050,Testing the Role of the Red Queen and Court Jester as Drivers of the Macroevolution of Apollo Butterflies,2018,11,,SYSTEMATIC BIOLOGY,"[""1063-5157"", ""1076-836X     J9  - SYST BIOL     JI  - Syst. Biol.""]",67,6,940-964,"Condamine, FL and Rolland, J and Hohna, S and Sperling, FAH and Sanmartin, I",,English,,"[""Univ Montpellier, CNRS, UMR 5554, Inst Sci Evolut,CNRS IRD EPHE, Pl Eugene Bataillon, F-34095 Montpellier, France"", ""CSIC, Real Jardin Bot, Dept Biodivers & Conservat, Plaza Murillo 2, E-28014 Madrid, Spain"", ""Univ Alberta, Dept Biol Sci, Edmonton, AB T6G 2E9, Canada"", ""Univ Lausanne, Dept Ecol & Evolut, CH-1015 Lausanne, Switzerland"", ""Ludwig Maximilian Univ Munchen, Div Evolutionary Biol, Grosshaderner Str 2, D-82152 Planegg Martinsried, Germany""]",,Times Cited in Web of Science Core Collection:  48     Total Times Cited:  49     Cited Reference Count:  164,10.1093/sysbio/syy009     WE  - Science Citation Index Expanded (SCI-EXPANDED),Diversification;extinction;Himalayan orogeny;historical biogeography;host-plant shifts;integrative study;mountain building;Papilionidae;past climate change;speciation;BAYESIAN PHYLOGENETIC INFERENCE;GEOGRAPHIC RANGE EVOLUTION;TRAIT-DEPENDENT SPECIATION;HIMALAYAN-TIBETAN PLATEAU;FOUNDER-EVENT SPECIATION;SPECIES-DIVERSITY;EXTINCTION RATES;DIVERGENCE TIMES;MODEL SELECTION;R PACKAGE,,
rayyan-395285100,Unlocking the genetic basis of monarch butterflies' use of medicinal plants,2019,11,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",28,22,4839-4841,"Smilanich, AM and Nuss, AB",,English,,"Univ Nevada, Reno, NV 89557 USA",,Times Cited in Web of Science Core Collection:  5     Total Times Cited:  5     Cited Reference Count:  10,10.1111/mec.15267,"coevolution;immunity;parasite;sequestration;transcriptomics;PARASITE;Plants, Medicinal",,
rayyan-395285138,"Synteny-Based Genome Assembly for 16 Species of Heliconius Butterflies, and an Assessment of Structural Variation across the Genus",2021,7,,GENOME BIOLOGY AND EVOLUTION,1759-6653     J9  - GENOME BIOL EVOL     JI  - Genome Biol. Evol.,13,7,,"Seixas, FA and Edelman, NB and Mallet, J",,English,,"[""Harvard Univ, Dept Organism & Evolutionary Biol, Cambridge, MA 02138 USA"", ""Yale Univ, Yale Inst Biospher Studies, New Haven, CT USA""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  87,10.1093/gbe/evab069,Heliconius;genome assembly;structural variation;inversions;introgression;VARIATION DISCOVERY;LINKAGE MAP;RNA-SEQ;EVOLUTION;FRAMEWORK;SEQUENCE;REARRANGEMENTS;SPECIATION;LANDSCAPE;Genomics;Genome,,
